Month,Company,Country,Region,Segment,Subsegment,IsPublic,Ticker,Users_M,NewUsers_K,TPV_USD_B,TakeRate_pct,Revenue_USD_M,ARPU_USD,Churn_pct,Marketing_Spend_USD_M,CAC_USD,CAC_Total_USD_M,Close_USD,Private_Valuation_USD_B
2025-10,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,205.09,0.2,383.98,5.97,1.39,5.92,2.61,,,97.4
2025-09,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,62.9,699.0,132.14,0.36,463.62,7.06,1.45,63.61,6.02,4.64,,34.4
2025-06,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,70.7,133.0,162.53,0.226,345.94,3.18,0.34,116.09,10.47,1.17,73.42,
2025-04,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,18.4,333.0,71.29,0.592,412.71,5.29,1.46,57.46,7.36,3.34,10.6,
2025-12,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,56.0,711.0,70.49,0.382,228.2,4.22,0.74,82.38,15.56,10.6,,38.9
2025-06,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,True,KLAR,101.5,451.0,50.11,1.972,1025.16,4.15,2.34,84.36,3.69,1.38,35.62,
2025-06,Coinbase,USA,North America,Digital Assets,Exchange & Custody,True,COIN,109.1,424.0,157.86,0.179,238.68,6.16,1.96,84.44,12.63,4.7,200.87,
2025-04,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,720.2,499.0,341.59,0.123,418.28,3.87,2.53,63.25,9.44,5.08,,134.9
2025-08,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,101.6,325.0,81.33,0.28,204.27,3.31,1.75,63.23,13.37,4.95,62.82,
2025-12,Nubank,Brazil,Latin America,Neobank,Retail Banking,True,NU,130.1,374.0,130.26,0.499,636.82,8.29,0.47,25.81,7.78,2.72,14.8,
2025-05,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,50.0,94.0,82.38,0.413,359.76,5.85,0.77,53.35,11.81,1.17,71.02,
2025-09,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,777.4,309.0,375.51,0.184,654.77,4.11,1.82,70.75,5.59,1.39,,134.7
2025-04,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,265.04,0.174,511.8,5.94,0.35,30.08,2.62,,,97.0
2025-08,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,91.9,385.0,82.67,0.338,314.29,7.73,2.43,88.47,8.82,4.1,68.64,
2025-12,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,206.1,0.16,316.23,6.28,1.84,18.59,11.94,,1572.26,
2025-07,Mastercard,USA,North America,Payments Network,Card Network,True,MA,151.9,378.0,722.47,0.091,608.64,4.96,1.02,61.16,6.27,2.34,447.52,
2025-07,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,True,KLAR,100.7,423.0,46.79,1.908,993.7,4.99,2.06,86.56,3.86,1.48,37.45,
2025-12,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,82.3,582.0,130.08,0.307,463.51,5.72,2.03,93.92,18.55,12.16,79.83,
2025-09,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,105.6,783.0,146.7,0.384,491.46,4.47,1.53,69.79,5.07,3.35,,38.4
2025-02,Visa,USA,North America,Payments Network,Card Network,True,V,283.4,570.0,783.81,0.103,809.4,4.93,0.71,25.93,15.15,9.29,286.63,
2025-02,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,False,,40.1,96.0,52.0,1.756,1072.05,3.77,2.1,88.86,7.28,0.96,,
2025-08,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,105.2,335.0,75.95,0.284,231.39,3.46,2.18,60.77,10.57,3.8,69.07,
2025-02,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,81.9,668.0,136.3,0.334,406.98,4.89,1.53,95.38,16.12,8.95,72.83,
2025-12,Coinbase,USA,North America,Digital Assets,Exchange & Custody,True,COIN,68.1,499.0,113.54,0.2,214.0,10.63,1.01,80.12,6.94,3.68,167.75,
2025-08,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,525.0,82.0,464.71,0.182,871.14,2.84,2.41,7.12,19.39,1.58,,188.5
2025-06,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,92.7,663.0,94.47,0.456,482.66,6.08,0.79,6.79,2.22,1.97,68.39,
2025-02,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,109.2,230.0,127.73,0.528,604.4,7.9,1.99,31.7,16.97,3.66,,39.7
2025-07,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,105.8,247.0,151.63,0.215,344.69,4.37,1.37,102.2,8.32,2.12,64.29,
2025-10,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,201.36,0.167,304.62,6.7,2.05,15.7,12.12,,1625.82,
2025-10,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,49.3,669.0,63.45,0.356,249.24,4.3,0.8,70.5,16.45,11.07,,40.1
2025-09,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,59.0,480.0,134.61,0.284,397.29,4.46,2.1,90.0,7.42,4.19,74.01,
2025-10,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,272.9,0.181,484.05,5.67,0.35,32.59,3.05,,,105.0
2025-06,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,104.6,350.0,75.48,0.275,209.96,3.11,1.81,53.7,12.48,4.54,63.39,
2025-04,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,False,,98.6,778.0,66.9,1.88,1383.01,4.85,1.46,16.54,17.02,11.2,,
2025-10,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,60.9,718.0,136.11,0.361,562.96,7.22,1.79,76.69,7.66,5.51,,36.8
2025-05,Mastercard,USA,North America,Payments Network,Card Network,True,MA,125.2,518.0,598.43,0.115,745.03,5.31,1.0,65.06,7.25,3.15,441.19,
2025-01,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,16.5,362.0,65.15,0.565,396.98,5.19,1.77,57.93,7.1,3.17,9.73,
2025-08,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,565.0,85.0,450.08,0.184,922.25,2.61,2.57,7.14,19.9,1.44,,188.8
2025-10,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,55.1,662.0,83.45,0.332,263.61,4.39,1.61,27.22,10.93,7.69,,39.6
2025-02,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,False,,124.2,75.0,104.71,1.343,1229.01,3.24,0.52,63.5,11.03,0.75,,
2025-06,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,10.8,815.0,40.58,0.591,245.17,4.11,2.1,67.79,4.95,4.14,10.33,
2025-12,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,False,,73.3,734.0,86.34,1.941,1802.31,2.6,1.01,18.96,19.51,11.97,,
2025-11,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,74.2,704.0,134.34,0.306,438.8,5.33,1.8,100.48,18.57,9.78,77.35,
2025-01,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,66.0,713.0,147.78,0.371,464.85,7.29,1.75,73.11,7.04,4.78,,37.6
2025-05,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,170.14,0.167,317.42,8.63,0.5,128.9,2.83,,,112.6
2025-04,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,123.2,491.0,103.72,0.27,307.78,5.36,0.48,88.88,20.24,10.06,62.92,
2025-07,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,61.5,697.0,130.38,0.366,473.39,6.26,1.79,70.66,7.6,4.15,,38.6
2025-02,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,False,,122.1,77.0,101.58,1.414,1387.85,3.31,0.48,72.25,11.42,0.74,,
2025-02,Nubank,Brazil,Latin America,Neobank,Retail Banking,True,NU,120.4,469.0,60.84,0.354,240.73,7.06,1.17,24.86,17.85,7.57,16.86,
2025-03,Coinbase,USA,North America,Digital Assets,Exchange & Custody,True,COIN,32.3,486.0,85.83,0.111,86.15,9.53,1.16,88.85,14.73,6.52,191.22,
2025-03,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,31.5,112.0,44.17,0.618,309.87,4.5,1.45,36.99,16.22,2.51,9.22,
2025-01,Mastercard,USA,North America,Payments Network,Card Network,True,MA,293.4,253.0,543.22,0.106,641.58,6.04,1.82,57.27,8.63,1.82,401.97,
2025-10,Visa,USA,North America,Payments Network,Card Network,True,V,135.5,505.0,683.41,0.076,598.42,4.51,2.61,96.06,11.28,5.64,298.07,
2025-06,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,155.8,615.0,88.62,0.248,231.67,3.95,1.88,123.44,11.86,6.72,69.18,
2025-01,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,73.8,764.0,138.07,0.383,562.96,7.27,0.65,85.14,17.96,13.94,,36.4
2025-12,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,133.5,285.0,186.78,0.319,551.09,4.81,1.52,55.54,2.47,0.59,75.92,
2025-07,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,124.9,283.0,171.93,0.306,599.15,4.09,1.52,59.77,2.29,0.61,68.48,
2025-09,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,False,,78.6,750.0,88.94,1.926,1661.04,2.29,1.01,18.79,16.17,14.11,,
2025-10,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,913.3,462.0,467.39,0.144,695.83,2.61,1.53,100.87,4.01,2.06,,168.1
2025-01,Visa,USA,North America,Payments Network,Card Network,True,V,201.3,125.0,574.06,0.084,491.03,6.43,0.74,118.52,17.41,1.92,290.25,
2025-03,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,241.47,0.124,317.87,9.18,2.15,112.85,2.03,,,102.1
2025-08,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,86.4,370.0,110.29,0.267,311.38,5.56,0.92,79.4,14.37,5.02,68.56,
2025-10,Visa,USA,North America,Payments Network,Card Network,True,V,115.8,756.0,543.23,0.115,583.73,5.96,2.28,113.61,14.78,14.29,304.27,
2025-09,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,79.7,654.0,139.33,0.337,435.91,4.79,1.59,103.78,14.4,10.93,74.5,
2025-01,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,227.93,0.119,286.44,5.2,2.08,108.53,8.4,,,103.8
2025-02,Coinbase,USA,North America,Digital Assets,Exchange & Custody,True,COIN,108.2,495.0,141.15,0.126,179.41,8.89,0.55,12.09,15.75,6.53,183.75,
2025-06,Visa,USA,North America,Payments Network,Card Network,True,V,189.5,144.0,418.46,0.078,350.96,5.83,1.21,112.32,13.81,2.17,257.2,
2025-07,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,220.68,0.132,264.77,6.65,0.38,78.23,12.07,,1590.94,
2025-07,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,38.5,119.0,51.58,0.664,323.03,4.22,1.78,89.35,20.48,2.44,10.48,
2025-02,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,True,KLAR,38.2,687.0,97.47,1.737,1709.55,4.86,0.69,62.04,17.34,15.57,32.79,
2025-09,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,564.6,719.0,648.03,0.173,1122.9,2.87,1.23,66.93,16.1,12.86,,128.4
2025-06,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,103.4,341.0,82.74,0.288,219.45,2.99,2.04,56.48,11.99,4.03,68.52,
2025-01,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,158.63,0.199,275.13,7.53,0.47,54.61,18.63,,,113.1
2025-01,Visa,USA,North America,Payments Network,Card Network,True,V,283.2,617.0,873.42,0.111,894.31,5.46,0.66,19.96,14.48,7.45,290.01,
2025-12,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,113.7,52.0,84.0,0.385,324.55,4.37,0.46,80.96,5.14,0.22,72.81,
2025-09,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,False,,101.9,728.0,63.39,1.928,1187.91,4.65,1.38,20.11,15.26,15.54,,
2025-08,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,37.2,131.0,46.02,0.637,336.38,3.98,1.68,101.71,17.68,2.7,10.06,
2025-07,Coinbase,USA,North America,Digital Assets,Exchange & Custody,True,COIN,18.2,638.0,159.04,0.15,225.44,8.94,1.28,108.98,10.5,6.3,164.14,
2025-08,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,106.2,340.0,74.44,0.281,235.48,3.05,2.23,57.55,12.95,4.86,67.25,
2025-12,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,99.7,194.0,132.09,0.472,646.15,7.86,2.27,37.62,20.53,4.37,,39.8
2025-06,Nubank,Brazil,Latin America,Neobank,Retail Banking,True,NU,97.2,237.0,126.35,0.39,479.7,6.02,2.4,70.84,3.46,0.77,15.7,
2025-05,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,68.0,744.0,138.94,0.368,520.49,6.43,1.69,66.24,6.98,5.26,,38.4
2025-12,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,547.2,249.0,335.18,0.202,648.38,2.73,0.62,62.33,16.07,3.05,,167.4
2025-11,Visa,USA,North America,Payments Network,Card Network,True,V,265.9,560.0,612.8,0.1,746.11,4.55,1.76,32.97,17.73,10.79,304.06,
2025-06,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,569.2,84.0,473.59,0.18,952.64,2.47,2.15,6.5,15.73,1.49,,166.2
2025-09,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,19.3,645.0,62.22,0.607,367.11,4.77,0.64,102.04,20.38,14.23,10.78,
2025-01,Nubank,Brazil,Latin America,Neobank,Retail Banking,True,NU,92.4,218.0,132.05,0.394,491.99,5.92,2.67,66.62,3.16,0.84,17.4,
2025-08,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,51.0,656.0,67.77,0.362,248.97,4.36,0.62,74.03,18.67,12.85,,44.4
2025-12,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,125.4,56.0,86.67,0.414,327.1,3.71,0.45,82.5,4.25,0.27,75.99,
2025-01,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,581.7,498.0,587.42,0.133,774.91,4.19,2.28,75.2,9.19,3.8,,138.2
2025-12,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,105.9,514.0,157.34,0.577,772.7,7.73,1.47,68.04,14.48,7.48,,45.8
2025-01,Mastercard,USA,North America,Payments Network,Card Network,True,MA,163.6,697.0,774.63,0.097,708.13,7.37,1.5,17.75,14.78,9.78,398.92,
2025-07,Nubank,Brazil,Latin America,Neobank,Retail Banking,True,NU,142.7,548.0,62.01,0.593,374.39,7.1,2.33,26.05,4.37,2.68,16.35,
2025-07,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,19.6,113.0,47.9,0.442,228.52,5.05,1.54,14.03,18.73,1.71,10.83,
2025-08,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,203.77,0.137,282.85,5.59,0.36,64.16,10.26,,1524.98,
2025-11,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,50.1,655.0,63.6,0.368,267.45,4.13,0.77,79.85,17.92,12.15,,39.9
2025-09,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,185.3,0.173,277.09,5.41,1.62,45.38,16.89,,1578.57,
2025-11,Nubank,Brazil,Latin America,Neobank,Retail Banking,True,NU,141.9,280.0,109.42,0.399,433.01,7.88,2.03,24.49,16.17,4.41,16.57,
2025-07,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,68.8,128.0,161.3,0.22,359.21,3.25,0.36,101.98,11.05,1.54,64.79,
2025-09,Mastercard,USA,North America,Payments Network,Card Network,True,MA,239.8,788.0,662.85,0.087,578.48,4.81,0.85,30.07,9.23,7.27,394.12,
2025-05,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,100.1,348.0,84.34,0.289,233.21,3.47,1.82,64.06,10.95,3.49,66.72,
2025-08,Mastercard,USA,North America,Payments Network,Card Network,True,MA,127.8,634.0,620.68,0.085,505.37,6.43,0.52,98.64,3.66,1.98,403.09,
2025-10,Visa,USA,North America,Payments Network,Card Network,True,V,190.7,751.0,532.21,0.115,598.64,4.4,0.52,34.81,16.44,11.38,274.14,
2025-10,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,83.9,371.0,86.82,0.353,275.5,7.81,2.34,111.58,9.21,3.78,80.37,
2025-09,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,113.1,432.0,109.41,0.286,284.12,4.83,0.61,97.06,17.0,7.95,64.13,
2025-07,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,False,,74.6,776.0,56.36,1.357,690.14,4.0,0.45,108.03,16.74,13.34,,
2025-11,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,80.8,99.0,169.77,0.329,572.71,7.75,0.79,57.46,2.67,0.24,73.5,
2025-03,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,51.2,561.0,91.22,0.489,392.13,7.43,0.38,57.98,4.59,3.12,,40.0
2025-05,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,143.21,0.105,159.93,6.22,1.76,54.25,11.09,,1622.73,
2025-11,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,82.3,757.0,154.46,0.395,554.7,7.11,0.57,95.24,18.25,10.46,,38.9
2025-01,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,46.7,106.0,76.42,0.401,321.03,5.55,0.68,67.26,12.5,1.05,81.66,
2025-01,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,10.9,784.0,39.42,0.561,226.84,3.74,2.44,52.13,5.32,4.84,9.36,
2025-11,Nubank,Brazil,Latin America,Neobank,Retail Banking,True,NU,119.8,431.0,66.95,0.346,219.45,8.06,1.21,24.7,19.01,7.7,17.1,
2025-09,Coinbase,USA,North America,Digital Assets,Exchange & Custody,True,COIN,93.2,663.0,190.11,0.218,368.41,10.86,1.76,76.15,11.01,6.95,169.61,
2025-12,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,114.9,499.0,145.28,0.494,702.64,8.22,2.17,96.37,12.5,6.25,,40.1
2025-09,Mastercard,USA,North America,Payments Network,Card Network,True,MA,222.7,212.0,534.86,0.088,497.98,6.27,0.81,95.31,4.99,1.22,428.9,
2025-12,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,571.3,834.0,692.27,0.169,1092.78,4.02,1.23,87.98,4.76,3.19,,166.0
2025-04,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,103.1,581.0,159.82,0.567,908.1,9.06,1.29,53.78,16.78,7.64,,43.5
2025-03,Mastercard,USA,North America,Payments Network,Card Network,True,MA,182.6,741.0,722.9,0.105,774.42,7.34,1.5,16.75,14.93,11.5,409.71,
2025-06,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,141.7,623.0,89.31,0.267,216.42,3.8,2.05,114.63,11.39,8.17,66.91,
2025-03,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,77.7,425.0,113.43,0.288,332.19,4.4,1.95,65.75,15.64,7.59,65.01,
2025-10,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,202.0,0.157,318.93,5.65,2.14,31.58,21.36,,1637.45,
2025-01,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,21.0,623.0,55.53,0.599,355.6,5.26,0.58,97.97,19.5,14.27,10.81,
2025-06,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,20.8,615.0,55.24,0.644,362.03,5.26,0.72,116.16,16.68,12.19,10.2,
2025-03,Mastercard,USA,North America,Payments Network,Card Network,True,MA,172.1,802.0,776.88,0.107,737.7,6.89,1.65,19.85,12.54,9.89,376.96,
2025-05,Visa,USA,North America,Payments Network,Card Network,True,V,200.6,142.0,447.45,0.077,387.68,6.06,1.08,112.66,17.28,2.64,280.74,
2025-08,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,25.1,73.0,36.1,0.403,153.38,4.28,1.53,94.78,14.3,1.2,9.14,
2025-02,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,149.6,313.0,124.46,0.317,449.64,2.73,1.45,51.21,18.6,5.36,73.83,
2025-09,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,589.5,83.0,431.8,0.195,890.5,2.92,2.56,6.18,15.91,1.59,,176.2
2025-01,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,172.68,0.101,170.75,5.99,2.02,75.26,2.79,,1692.32,
2025-12,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,71.9,839.0,139.05,0.37,624.6,6.94,0.54,106.26,13.95,12.81,,37.5
2025-09,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,149.04,0.11,150.85,8.03,1.92,63.79,22.02,,1689.57,
2025-02,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,89.5,377.0,88.98,0.335,289.25,8.39,1.98,114.44,9.7,4.09,77.65,
2025-01,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,51.0,466.0,118.49,0.308,320.34,3.7,2.29,21.03,13.52,5.89,75.81,
2025-11,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,150.51,0.169,238.09,6.94,0.51,62.46,2.52,,1420.08,
2025-07,Nubank,Brazil,Latin America,Neobank,Retail Banking,True,NU,72.3,279.0,61.41,0.528,345.64,6.89,2.38,49.74,19.38,5.09,16.14,
2025-12,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,556.9,845.0,634.14,0.168,1127.01,2.8,1.58,66.62,16.26,10.17,,122.5
2025-02,Visa,USA,North America,Payments Network,Card Network,True,V,132.5,529.0,718.28,0.08,608.16,4.69,2.34,115.64,12.38,6.72,282.94,
2025-12,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,106.3,231.0,126.24,0.47,602.17,7.53,2.21,38.4,20.04,4.1,,39.4
2025-07,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,34.2,83.0,36.71,0.691,247.02,4.38,1.82,46.23,8.16,0.74,10.05,
2025-10,Coinbase,USA,North America,Digital Assets,Exchange & Custody,True,COIN,106.7,750.0,131.0,0.141,205.34,10.67,1.22,6.81,11.65,8.67,167.63,
2025-07,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,95.9,378.0,78.78,0.287,210.73,3.19,1.96,62.87,13.54,4.44,66.29,
2025-10,Nubank,Brazil,Latin America,Neobank,Retail Banking,True,NU,136.3,417.0,103.61,0.341,310.57,5.73,2.3,63.29,14.45,5.84,15.7,
2025-04,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,195.83,0.187,351.07,5.31,1.44,6.16,2.95,,,102.3
2025-03,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,48.5,101.0,81.28,0.41,344.45,6.13,0.78,52.57,12.98,1.24,71.29,
2025-02,Visa,USA,North America,Payments Network,Card Network,True,V,201.9,670.0,498.35,0.113,544.92,4.57,0.52,35.67,16.63,13.62,285.88,
2025-04,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,593.0,469.0,587.22,0.139,843.25,4.48,2.35,85.94,9.39,4.24,,130.8
2025-04,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,161.97,0.19,279.54,8.88,0.53,53.85,18.11,,,117.0
2025-01,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,18.7,701.0,51.65,0.688,356.34,5.14,0.68,111.66,9.52,6.39,10.92,
2025-03,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,80.0,672.0,100.3,0.489,433.6,6.17,0.8,8.52,2.5,1.54,79.75,
2025-02,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,83.2,516.0,118.78,0.307,314.76,4.48,2.16,62.09,17.11,6.97,67.65,
2025-04,Nubank,Brazil,Latin America,Neobank,Retail Banking,True,NU,75.9,609.0,133.27,0.502,684.41,5.35,1.48,72.85,8.76,4.78,14.45,
2025-03,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,113.4,511.0,146.8,0.479,679.36,8.17,2.55,78.81,13.11,5.15,,38.3
2025-09,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,18.7,669.0,58.01,0.668,349.71,4.56,0.58,107.76,18.44,10.92,9.8,
2025-10,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,709.9,281.0,349.61,0.172,647.76,3.65,1.64,60.64,5.97,1.56,,131.5
2025-11,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,True,KLAR,44.3,767.0,101.71,1.737,1610.24,5.05,0.72,73.43,20.34,13.82,37.44,
2025-01,Mastercard,USA,North America,Payments Network,Card Network,True,MA,189.7,575.0,501.7,0.085,393.11,6.18,1.63,27.51,14.64,7.92,453.97,
2025-02,Coinbase,USA,North America,Digital Assets,Exchange & Custody,True,COIN,89.1,552.0,199.47,0.154,295.6,8.0,1.98,113.52,3.07,1.55,177.24,
2025-09,Nubank,Brazil,Latin America,Neobank,Retail Banking,True,NU,139.3,594.0,66.26,0.54,358.82,8.01,2.22,21.94,4.43,2.47,17.18,
2025-10,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,177.31,0.166,280.15,4.8,1.71,48.88,18.55,,1628.56,
2025-07,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,103.9,804.0,133.35,0.359,497.01,4.25,1.75,88.48,4.15,3.21,,40.2
2025-08,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,True,KLAR,115.5,452.0,45.1,2.036,1028.55,4.39,2.25,82.95,3.96,1.79,36.18,
2025-07,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,18.7,727.0,61.24,0.626,358.84,5.06,0.75,125.2,18.76,12.57,10.24,
2025-05,Mastercard,USA,North America,Payments Network,Card Network,True,MA,291.5,228.0,769.7,0.109,809.08,5.38,1.1,85.88,4.57,0.93,414.57,
2025-02,Visa,USA,North America,Payments Network,Card Network,True,V,287.1,62.0,555.72,0.112,572.43,6.1,0.58,22.52,20.54,1.39,275.17,
